# tool=multi_record
# schema_version=2
# sensors=accelerometer|linear_acceleration|gyroscope|magnetometer|orientation|gps
# Inertial correction: sensor=g_force; operation=add; unit=m/s^2; x=-0.10726921; y=-0.2757522; z=0.038988113
# Inertial correction: sensor=linear_acceleration; operation=add; unit=m/s^2; x=0.0; y=0.0; z=0.0
# Inertial correction: sensor=gyroscope; operation=add; unit=rad/s; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s),Altitude (m),
123.125049,-0.1339,0.1796,0.9546,-1.2217,-0.3719,0.6685,0.3758,0.2597,0.2213,11.6388,-1.7934,-49.6784,310.0597,-12.0339,-0.4357,46.89666940,-114.03509620,1.30157161,957.46893311,
123.225420,-0.0855,0.0898,0.9172,-0.4515,-0.8061,-0.5279,-0.3002,0.0537,0.1852,12.0902,-1.1834,-49.0318,309.1633,-11.1205,-0.7316,46.89666940,-114.03509620,1.30157161,957.46893311,
123.326935,0.0465,0.1854,0.7224,0.6979,0.3594,-2.6262,-0.1279,-0.0674,0.3062,12.2732,-0.2318,-48.2632,307.1386,-10.1178,-0.9011,46.89666940,-114.03509620,1.30157161,957.46893311,
123.427254,0.1000,0.1756,0.9677,0.9807,0.4344,-0.3624,-0.0602,-0.2658,-0.1125,11.4436,0.4026,-49.0806,306.8235,-9.5043,0.9235,46.89666940,-114.03509620,1.30157161,957.46893311,
123.527602,0.0733,0.1419,1.1738,0.5696,0.0927,1.2668,-0.1631,-0.3808,-0.4238,10.7116,0.7808,-48.8610,308.0164,-10.5261,2.0854,46.89666940,-114.03509620,1.30157161,957.46893311,
123.628165,0.1235,0.0804,1.4361,0.9598,-0.5538,4.2587,-0.4142,-0.1673,-0.4575,9.5160,1.5616,-49.2514,309.9218,-9.8431,2.2212,46.89666940,-114.03509620,1.30157161,957.46893311,
123.728528,0.0576,0.1634,0.8944,0.5409,0.1518,-0.8249,0.2193,0.2971,0.0361,11.0898,2.0862,-49.4588,310.7578,-9.8549,0.8149,46.89666940,-114.03509620,1.30157161,957.46893311,
123.829215,0.0074,0.1628,0.6997,0.1094,0.1947,-2.7942,-0.0411,0.1775,0.0051,11.5778,1.9642,-49.0440,310.8687,-9.7501,0.3095,46.89666940,-114.03509620,1.30157161,957.46893311,
123.929970,0.0103,0.1811,0.8983,0.2243,0.4598,-1.5484,-0.0464,-0.0217,0.0805,12.1268,2.6718,-48.3852,310.7662,-9.2307,0.0250,46.89666940,-114.03509620,1.30157161,957.37127686,
124.030597,0.0341,0.2475,1.0735,0.4060,0.8450,0.7631,0.3458,-0.0287,0.1434,11.8828,0.9882,-48.9708,309.9547,-10.5171,0.4557,46.89667800,-114.03510840,1.39205134,957.37127686,
124.130625,0.1233,0.1587,1.2796,1.3138,-0.0107,2.6832,-0.2324,-0.0629,-0.1299,11.8584,0.7198,-48.7634,309.2302,-11.6795,0.9898,46.89667800,-114.03510840,1.39205134,957.37127686,
124.230970,0.0494,0.1115,1.0506,0.3931,-0.5496,0.5539,-0.0574,-0.1771,0.0099,11.7852,-0.0366,-49.7394,309.3315,-11.8579,1.1433,46.89667800,-114.03510840,1.39205134,957.37127686,
124.331325,0.0169,0.1491,0.7629,0.1437,-0.2621,-2.0203,0.0611,0.2757,0.1590,12.0292,0.2806,-48.5682,308.9391,-11.4133,0.7191,46.89667800,-114.03510840,1.39205134,957.37127686,
124.431802,0.0362,0.1796,0.8068,0.2496,0.1007,-1.7947,-0.0317,-0.1712,0.1529,12.7734,0.1708,-48.8854,308.1548,-11.3174,0.6212,46.89667800,-114.03510840,1.39205134,957.37127686,
124.532145,0.0433,0.2426,0.9359,0.2754,0.6535,-0.5166,0.1299,-0.0799,-0.0235,12.1146,-0.9028,-49.0196,307.8646,-11.5087,1.4065,46.89667800,-114.03510840,1.39205134,957.37127686,
124.633533,0.0406,0.1874,1.2413,0.2680,-0.3123,2.6465,0.1908,0.0653,-0.1553,11.0288,-1.0248,-49.6540,308.7895,-12.0065,1.9277,46.89667800,-114.03510840,1.39205134,957.37127686,
124.734972,0.0454,0.1216,1.2223,0.4013,-0.5383,2.3876,-0.1350,0.0029,-0.2912,11.9316,0.1830,-48.3486,309.9405,-11.9404,0.9971,46.89667800,-114.03510840,1.39205134,957.37127686,
124.834287,0.0457,0.1985,0.8242,0.4024,0.2044,-1.3080,-0.0638,-0.0020,-0.0100,12.7246,0.7198,-48.7634,310.5095,-11.5684,0.5271,46.89667800,-114.03510840,1.39205134,957.37127686,
124.934656,0.0012,0.2359,0.7192,0.0402,0.6679,-2.7630,-0.0666,-0.0278,0.0050,12.7856,1.3664,-48.5316,310.5016,-11.3635,0.5270,46.89667800,-114.03510840,1.39205134,957.36029053,
125.034972,0.0473,0.2110,0.9358,0.3397,0.3585,-0.4969,0.2354,0.0891,0.0534,12.6636,0.9882,-48.5438,310.5192,-11.4316,0.6167,46.89668730,-114.03512360,1.24756896,957.36029053,
125.135439,0.0451,0.2208,1.1578,0.3259,0.5123,1.3734,0.0364,-0.0105,-0.0630,12.5904,0.2440,-48.9952,310.5320,-12.6940,0.4463,46.89668730,-114.03512360,1.24756896,957.36029053,
125.236049,-0.1018,0.1394,1.1937,-0.5736,-0.4710,2.6609,0.1589,0.1892,-0.0571,13.3224,-0.3050,-48.4828,310.8176,-12.6878,-0.3496,46.89668730,-114.03512360,1.24756896,957.36029053,
125.336462,-0.0560,0.1141,0.9083,-0.3666,-0.8675,-0.6589,-0.0905,-0.1278,0.0907,13.2858,-0.6832,-48.8122,310.3193,-13.4291,-0.4632,46.89668730,-114.03512360,1.24756896,957.36029053,
125.436467,-0.0306,0.1649,0.7006,-0.1668,-0.3246,-2.6713,0.0443,0.0659,0.3375,14.0422,0.1342,-48.2632,309.0832,-12.8284,-0.2199,46.89668730,-114.03512360,1.24756896,957.36029053,
125.536931,0.0118,0.1560,0.9704,-0.1010,-0.1917,-0.6549,-0.2149,-0.3218,0.1632,12.7490,-0.2806,-48.3730,308.1533,-12.0330,1.1843,46.89668730,-114.03512360,1.24756896,957.36029053,
125.637498,0.0950,0.2686,0.9927,0.5905,0.7904,0.0332,-0.0226,-0.2177,-0.1465,11.9682,-0.2806,-49.1050,307.9667,-12.5067,2.5681,46.89668730,-114.03512360,1.24756896,957.36029053,
125.737421,0.0842,0.2050,1.0548,0.2235,0.2584,0.3906,-0.1128,-0.0366,-0.2821,11.8706,-0.2074,-49.3246,309.3802,-12.5447,2.7858,46.89668730,-114.03512360,1.24756896,957.36029053,
125.837588,0.0761,0.1550,1.0205,0.5300,-0.2378,0.3529,-0.1242,0.0350,-0.2466,12.3952,1.3298,-48.8488,310.9945,-11.8700,1.9055,46.89668730,-114.03512360,1.24756896,957.35797119,
125.938196,0.0451,0.1250,0.9742,0.4038,-0.4416,0.4807,-0.0340,0.2086,-0.1671,11.8706,1.9154,-48.6170,312.2244,-10.6569,1.4324,46.89669530,-114.03513680,1.33016944,957.35797119,
126.038373,0.0359,0.2437,0.6719,0.4133,0.9013,-3.8230,-0.0702,-0.0601,-0.0997,13.1760,1.5006,-48.9586,312.4043,-11.3824,-0.2431,46.89669530,-114.03513680,1.33016944,957.35797119,
126.139265,-0.0207,0.2397,1.0552,-0.1398,0.5890,0.6450,0.2267,-0.0964,0.0849,12.8954,0.6344,-49.5198,312.7298,-11.8954,0.2936,46.89669530,-114.03513680,1.33016944,957.35797119,
126.239377,0.0693,0.2435,1.1871,0.6426,0.5416,1.9950,-0.1223,-0.1261,0.1213,12.1268,0.4758,-48.9830,311.8270,-12.9177,0.6795,46.89669530,-114.03513680,1.33016944,957.35797119,
126.339603,-0.0130,0.1599,0.9764,-0.2562,-0.3865,0.0507,0.2775,0.0053,0.3915,11.9316,-0.7442,-49.0196,310.9372,-12.9376,1.2434,46.89669530,-114.03513680,1.33016944,957.35797119,
126.440019,-0.0059,0.0825,0.9764,-0.1623,-0.9962,-0.0119,-0.2185,0.0602,0.1740,11.1874,-0.4514,-48.8976,309.5665,-12.3438,1.8714,46.89669530,-114.03513680,1.33016944,957.35797119,
126.540817,0.0445,0.1886,0.7606,0.2581,0.0929,-2.2313,-0.0011,-0.1195,0.1942,11.4436,-0.7076,-49.2270,307.9590,-11.9655,1.6607,46.89669530,-114.03513680,1.33016944,957.35797119,
126.640738,0.0950,0.1798,0.9692,0.6382,-0.0527,-0.1934,0.1950,-0.0904,-0.0555,10.6750,-0.9638,-48.8000,307.6721,-12.2718,2.7017,46.89669530,-114.03513680,1.33016944,957.35797119,
126.740991,0.1001,0.1836,1.1197,0.5322,-0.1901,1.2050,0.0035,-0.0610,-0.3426,10.2236,-1.5616,-49.1294,308.9870,-13.3023,3.3200,46.89669530,-114.03513680,1.33016944,957.35797119,
126.841537,0.0311,0.1740,1.1772,-0.0203,-0.1949,2.0028,-0.0492,0.2341,-0.3333,9.7234,-0.5246,-49.6296,311.1163,-12.7355,2.7213,46.89669530,-114.03513680,1.33016944,957.35797119,
126.942280,0.0471,0.1979,0.8708,0.2796,0.1102,-0.7945,-0.1350,0.0293,-0.1154,10.2358,-0.1952,-49.4100,312.0964,-12.4256,1.8694,46.89669530,-114.03513680,1.33016944,957.34179688,
127.042230,0.0016,0.2052,0.7952,-0.1770,0.2910,-1.8624,-0.0790,0.0313,-0.0080,11.0898,0.8052,-49.4954,312.6201,-11.6623,1.7110,46.89670340,-114.03515140,1.27950776,957.34179688,
127.142620,0.0409,0.2394,0.8353,0.2560,0.5826,-1.4233,0.1651,0.1257,0.1436,10.8824,0.4270,-48.8732,312.2815,-11.9232,1.3734,46.89670340,-114.03515140,1.27950776,957.34179688,
127.242813,0.0419,0.2403,1.1659,0.1708,0.5527,1.8471,0.1270,0.0935,0.2590,10.8336,-0.0366,-49.2026,311.4342,-12.2063,1.5131,46.89670340,-114.03515140,1.27950776,957.34179688,
127.343533,0.0244,0.0945,1.3526,0.4401,-0.5455,3.0633,-0.3284,-0.1260,0.0352,11.7364,0.3416,-48.8732,310.1464,-11.9632,1.5900,46.89670340,-114.03515140,1.27950776,957.34179688,
127.443605,0.0131,0.2022,0.7876,0.1018,0.1375,-1.9403,-0.1003,-0.0825,0.2079,12.1024,-0.9150,-49.5564,308.4559,-12.7867,1.0796,46.89670340,-114.03515140,1.27950776,957.34179688,
127.544078,-0.0066,0.0584,1.0133,-0.1960,-0.8997,0.3094,-0.1455,0.2037,0.1188,11.6998,1.0736,-48.7512,307.8286,-10.1518,1.4367,46.89670340,-114.03515140,1.27950776,957.34179688,
127.644377,-0.0111,0.1582,0.8909,-0.0951,0.2502,-1.3418,-0.1983,-0.1697,-0.0303,12.3708,0.8784,-48.0192,307.1054,-9.9288,0.8095,46.89670340,-114.03515140,1.27950776,957.34179688,
127.744799,0.0222,0.2109,0.9820,0.1122,0.6079,-0.0055,0.1714,-0.1712,-0.1123,12.1634,1.0126,-49.3856,307.2833,-10.0714,1.3992,46.89670340,-114.03515140,1.27950776,957.34179688,
127.844874,0.0018,0.2461,1.0554,-0.2409,0.8891,1.1842,0.0928,-0.0106,-0.2355,11.2362,1.4640,-49.5808,308.5073,-10.5076,2.1477,46.89670340,-114.03515140,1.27950776,957.32562256,
127.945546,0.0576,0.0609,1.1055,0.2347,-0.8010,1.3644,-0.0838,0.0658,-0.1915,10.9190,2.0862,-48.9220,310.1149,-9.4491,1.9740,46.89671220,-114.03516470,1.28343558,957.32562256,
128.045582,0.0197,0.1194,0.8221,0.1630,-0.1498,-1.4989,-0.0430,0.1880,-0.0502,12.3464,3.1476,-49.1172,310.6477,-8.8912,1.1103,46.89671220,-114.03516470,1.28343558,957.32562256,
128.146100,-0.0133,0.1918,0.7724,-0.0811,0.6299,-2.6924,-0.1901,-0.0744,-0.1292,12.4440,3.0744,-48.3730,310.9289,-9.0320,0.4072,46.89671220,-114.03516470,1.28343558,957.32562256,
128.246426,-0.0270,0.1892,1.0622,-0.1616,0.5609,0.4534,0.1382,0.0348,0.0145,12.5050,3.6478,-47.8240,311.3804,-8.8110,0.3021,46.89671220,-114.03516470,1.28343558,957.32562256,
128.346719,0.0630,0.2589,1.1959,0.3153,1.4915,1.9912,-0.3167,-0.0717,0.0655,13.1638,3.5258,-48.1534,310.8289,-9.3863,0.2608,46.89671220,-114.03516470,1.28343558,957.32562256,
128.446973,-0.1333,0.1176,0.8831,-0.8811,-0.2503,-0.0329,0.4958,0.3637,0.3414,12.7124,3.9406,-48.0314,311.2305,-7.5189,-2.0839,46.89671220,-114.03516470,1.28343558,957.32562256,
128.547239,-0.0376,0.0483,0.9957,0.0918,-0.5367,0.3163,0.0000,0.0846,0.1698,11.8584,2.8304,-48.2754,309.8650,-8.1412,-1.3592,46.89671220,-114.03516470,1.28343558,957.32562256,
128.647610,0.0045,0.1548,0.6333,0.3904,0.1157,-3.4248,0.2532,-0.0813,0.3018,13.0662,1.3054,-48.8610,308.1891,-9.3254,-1.6976,46.89671220,-114.03516470,1.28343558,957.32562256,
128.747804,0.0832,0.1196,0.9708,0.9283,-0.2010,-0.2870,-0.0144,-0.2291,-0.0177,11.2850,0.9150,-49.6052,307.5544,-9.6790,0.0229,46.89671220,-114.03516470,1.28343558,957.32562256,
128.848582,0.0892,0.1405,1.1655,0.8927,0.2767,1.2768,-0.1095,-0.1618,-0.4004,11.0044,0.8052,-48.9586,308.4969,-9.9596,0.5864,46.89671220,-114.03516470,1.28343558,957.32562256,
128.948889,0.0718,0.1796,1.1547,0.8048,0.6746,0.8191,-0.2896,-0.0038,-0.3934,11.2728,0.6466,-49.2880,310.3813,-10.6358,0.3567,46.89672380,-114.03517880,1.40638006,957.32562256,
129.049045,-0.0048,0.0902,1.1019,0.1325,-0.5871,1.8464,0.1490,0.2319,-0.1027,11.2118,2.2936,-49.0318,312.3167,-9.2552,-0.8469,46.89672380,-114.03517880,1.40638006,957.32562256,
129.149617,0.0024,0.2110,0.6840,0.5459,0.5187,-2.7394,0.4320,0.2596,0.0152,12.5782,1.4274,-49.3856,312.1053,-10.4540,-1.8805,46.89672380,-114.03517880,1.40638006,957.32562256,
129.249618,-0.0308,0.2255,0.8581,0.2659,0.4544,-1.9783,0.0823,-0.3032,0.1204,12.8954,0.3782,-48.5682,311.7641,-11.9438,-1.9619,46.89672380,-114.03517880,1.40638006,957.32562256,
129.352300,0.0270,0.2878,0.9395,0.6121,0.6545,-0.3074,0.5325,0.1719,0.3372,12.7856,-1.9276,-49.1660,310.4841,-14.3066,-1.4569,46.89672380,-114.03517880,1.40638006,957.32562256,
129.452010,0.1083,0.0928,1.4030,2.0705,-0.9938,2.9816,-0.3652,0.0151,-0.0942,12.9930,-2.8304,-49.6174,309.1555,-15.2123,-1.5298,46.89672380,-114.03517880,1.40638006,957.32562256,
129.552236,-0.0206,0.2041,0.8814,0.3423,-0.2879,-0.8205,-0.2806,0.1197,0.0584,13.9446,-3.0866,-49.2026,308.6226,-15.2315,-2.0814,46.89672380,-114.03517880,1.40638006,957.32562256,
129.651700,-0.0676,0.1610,0.8081,-0.1989,-0.4333,-1.4579,-0.0622,0.0163,0.2783,13.9324,-0.8906,-48.9342,308.0980,-13.1455,-2.0919,46.89672380,-114.03517880,1.40638006,957.32562256,
129.751259,0.0301,0.1810,0.8606,0.5366,0.0537,-1.9818,-0.3150,-0.3353,0.1646,12.4562,-1.3298,-49.1416,306.6636,-12.9507,-0.6046,46.89672380,-114.03517880,1.40638006,957.32562256,
129.851874,0.0606,0.3023,0.8838,0.4701,0.9681,-0.9066,0.1876,-0.1072,-0.0712,10.9800,-1.8544,-49.1538,306.3257,-13.1143,1.3168,46.89672380,-114.03517880,1.40638006,957.30651855,
129.951812,0.0415,0.3073,1.0402,0.0685,0.9439,1.2210,0.3463,-0.2275,-0.2623,10.1748,-0.9394,-49.6418,307.8298,-14.3026,2.7456,46.89673390,-114.03519080,1.36374748,957.30651855,
130.053761,0.0316,0.1061,1.1697,0.0296,-1.1215,2.0866,0.0237,0.3674,-0.1158,10.5286,0.0122,-49.9346,309.2438,-13.6665,2.4033,46.89673390,-114.03519080,1.36374748,957.30651855,
130.152644,0.0462,0.1870,0.9137,0.3931,-0.1820,-0.4748,-0.1307,0.1742,-0.0185,11.6144,-0.7930,-49.8614,309.0552,-13.5158,0.8829,46.89673390,-114.03519080,1.36374748,957.30651855,
130.253423,0.0254,0.2549,0.6624,0.3491,0.4522,-3.1298,-0.0373,0.1485,0.0122,13.0418,-0.1586,-48.6902,308.7027,-13.4924,-0.2980,46.89673390,-114.03519080,1.36374748,957.30651855,
130.353309,0.0475,0.2352,0.9646,0.7095,0.1434,-0.3269,0.3084,0.0290,-0.0066,13.0418,-0.2440,-48.5804,308.6801,-13.8814,-0.1127,46.89673390,-114.03519080,1.36374748,957.30651855,
130.461686,0.0325,0.3257,1.1769,0.4902,0.5410,1.9661,0.0031,0.1128,0.0410,12.6026,-1.8666,-49.1660,308.5794,-15.4088,0.1173,46.89673390,-114.03519080,1.36374748,957.30651855,
130.561674,-0.0922,0.0989,1.2050,-0.8336,-1.1788,2.3953,0.1453,0.0509,0.1824,12.6148,-0.5734,-49.1172,308.8430,-13.8816,0.1331,46.89673390,-114.03519080,1.36374748,957.30651855,
130.653687,-0.0078,0.1112,1.0017,-0.0459,-0.9411,0.4903,-0.1182,0.0159,0.1896,12.3952,-0.7930,-49.6540,307.8114,-13.7234,0.9054,46.89673390,-114.03519080,1.36374748,957.30651855,
130.762385,0.0251,0.2114,0.7174,0.2187,0.0438,-2.5798,-0.1157,-0.0075,0.1812,12.3342,-0.6954,-48.5926,306.2725,-13.1983,0.6013,46.89673390,-114.03519080,1.36374748,957.30651855,
130.853796,0.0662,0.1755,0.9228,0.5648,-0.0797,-0.7745,-0.0371,-0.0562,-0.0183,12.6270,-0.3904,-49.1172,305.8318,-12.5747,1.0752,46.89673390,-114.03519080,1.36374748,957.30651855,
130.954677,0.0767,0.2483,1.0601,0.5794,0.5577,0.0288,0.0853,-0.2298,-0.2608,11.7730,-1.4030,-49.1416,306.3953,-13.6500,1.3294,46.89674330,-114.03520380,1.30548799,957.30651855,
131.055207,0.1527,0.1955,1.1535,0.8513,0.0422,0.7515,-0.4751,-0.2724,-0.3742,10.6994,-1.5250,-49.6662,308.2416,-14.4757,1.8869,46.89674330,-114.03520380,1.30548799,957.30651855,
131.156012,0.0764,0.1613,1.0481,0.5734,-0.3956,0.7577,0.0371,0.0938,0.0472,11.1264,0.0854,-49.3002,309.7349,-12.9108,1.4389,46.89674330,-114.03520380,1.30548799,957.30651855,
131.256108,0.0012,0.1421,0.7396,0.1037,-0.2622,-2.2647,-0.0662,0.2947,0.1344,11.7120,0.0610,-49.0928,309.2773,-12.4223,0.2030,46.89674330,-114.03520380,1.30548799,957.30651855,
131.356517,-0.0240,0.1994,0.7885,-0.0531,0.1009,-2.0211,-0.0239,0.0467,0.1510,13.4566,0.0854,-48.0436,308.1899,-12.5184,-0.4452,46.89674330,-114.03520380,1.30548799,957.30651855,
131.456830,0.0491,0.2332,1.0813,0.6617,0.3318,0.8483,0.1255,0.0089,0.1328,13.8714,-0.5368,-49.1294,307.1082,-12.9292,-0.3167,46.89674330,-114.03520380,1.30548799,957.30651855,
131.557251,0.1145,0.3274,1.0724,1.0635,1.3445,0.7965,-0.1881,-0.1790,0.1310,13.5786,-1.7568,-48.8488,305.9399,-14.2858,-0.6759,46.89674330,-114.03520380,1.30548799,957.30651855,
131.657570,0.0130,0.2004,0.9587,-0.3885,-0.3194,0.1439,0.5742,-0.4785,0.2978,10.7726,-1.9642,-49.1538,306.8808,-14.4193,2.2247,46.89674330,-114.03520380,1.30548799,957.30651855,
131.757907,-0.0121,0.1109,0.8619,-0.4363,-0.9630,-1.1046,-0.3255,-0.0762,0.1190,11.1142,-2.3912,-49.3734,305.8652,-14.1686,2.5857,46.89674330,-114.03520380,1.30548799,957.30651855,
131.858391,0.0780,0.2210,0.7231,0.3818,0.2592,-2.4890,-0.1773,-0.0091,0.2062,11.0776,-1.7446,-49.2514,304.4122,-12.8822,2.6658,46.89674330,-114.03520380,1.30548799,957.33544922,
131.958793,0.1121,0.1734,0.9812,0.5751,-0.0663,0.1879,0.1864,-0.0425,-0.1316,10.3456,-0.0122,-49.8370,304.4502,-11.8058,3.7344,46.89675370,-114.03521820,1.32053363,957.33544922,
132.059156,0.0550,0.1682,1.2784,0.0964,-0.3834,2.8363,0.1293,-0.1003,-0.3475,9.3452,-0.4758,-49.6296,306.1351,-12.5171,4.2985,46.89675370,-114.03521820,1.32053363,957.33544922,
132.159794,0.0349,0.0395,1.2461,-0.0563,-1.3908,3.0781,-0.0262,0.3214,-0.1901,8.8206,0.0244,-49.1782,307.7339,-11.9949,3.8483,46.89675370,-114.03521820,1.32053363,957.33544922,
132.259767,0.1115,0.1228,1.0029,0.7264,-0.4926,0.2015,-0.1757,0.1311,-0.1152,10.3700,0.3660,-49.6052,307.9467,-11.8993,3.2510,46.89675370,-114.03521820,1.32053363,957.33544922,
132.360014,0.0245,0.2092,0.6750,0.0028,0.2643,-3.0477,0.0115,0.1539,-0.1150,11.1630,0.4514,-49.2880,308.2915,-12.0682,2.3280,46.89675370,-114.03521820,1.32053363,957.33544922,
132.460262,0.0451,0.2024,0.9116,0.3064,0.1096,-1.1129,0.1341,0.1501,0.0069,11.6510,-0.5002,-49.3246,308.6042,-12.6026,1.7421,46.89675370,-114.03521820,1.32053363,957.33544922,
132.560493,0.0289,0.2649,1.0714,-0.1416,0.3454,0.7731,0.3763,0.0315,0.1559,11.2728,-1.9032,-48.6170,308.2788,-14.8090,1.6201,46.89675370,-114.03521820,1.32053363,957.33544922,
132.660799,-0.0848,0.1060,1.3746,-0.7772,-1.1021,4.2192,0.0115,-0.0085,-0.0458,11.9926,-1.0980,-49.1294,307.9510,-14.5864,1.4904,46.89675370,-114.03521820,1.32053363,957.33544922,
132.761239,-0.0306,0.1768,0.9412,-0.3607,-0.4332,-0.1867,-0.0482,-0.0123,0.2007,12.0170,-1.9276,-49.4710,306.6887,-14.9083,1.4475,46.89675370,-114.03521820,1.32053363,957.33544922,
132.861865,0.0140,0.1578,0.7801,-0.1658,-0.7562,-1.5908,0.2398,0.1417,0.4678,12.2488,-2.5498,-49.4954,304.7323,-14.4831,1.6825,46.89675370,-114.03521820,1.32053363,957.31750488,
132.962176,0.0273,0.2130,0.8062,0.0204,-0.1792,-1.7131,-0.1474,-0.2580,0.0976,13.4932,-3.6966,-49.8614,303.1143,-15.1549,2.1630,46.89676200,-114.03523120,1.46092546,957.31750488,
133.067347,0.1669,0.2908,0.9754,0.9761,0.5114,-0.1536,-0.1597,-0.1509,-0.1795,11.4802,-3.8186,-49.6296,303.5551,-15.6646,4.2075,46.89676200,-114.03523120,1.46092546,957.31750488,
133.165454,0.1267,0.1805,1.1663,0.6135,-0.2611,1.6738,-0.5379,0.0850,-0.4154,11.0166,-2.3058,-49.5808,305.6492,-14.2693,4.0156,46.89676200,-114.03523120,1.46092546,957.31750488,
133.264803,0.0703,0.1738,1.0522,0.3513,-0.2287,0.8010,0.0670,0.0830,0.0668,12.1024,-0.8296,-49.7638,306.6845,-12.7782,2.4420,46.89676200,-114.03523120,1.46092546,957.31750488,
133.365197,0.0029,0.2035,0.7865,-0.2434,0.0282,-1.7551,0.0216,0.0139,0.1000,12.3708,-1.1590,-49.2392,306.1594,-13.1076,2.3847,46.89676200,-114.03523120,1.46092546,957.31750488,
133.465433,0.0379,0.2267,0.8434,0.1555,0.3578,-1.5511,-0.1139,0.0440,0.0092,13.0174,-0.1830,-49.6418,305.6176,-12.9115,2.4293,46.89676200,-114.03523120,1.46092546,957.31750488,
133.565481,0.0944,0.2785,1.0150,0.6699,0.6823,0.1677,0.1567,0.0136,0.0728,12.6758,-1.0370,-49.2392,305.1449,-13.2319,2.3783,46.89676200,-114.03523120,1.46092546,957.31750488,
133.664027,0.0841,0.3291,1.1026,0.4206,1.1611,1.3205,-0.1035,0.0511,-0.0566,12.6026,-1.8544,-49.0562,305.1732,-14.3167,2.3081,46.89676200,-114.03523120,1.46092546,957.31750488,
133.764207,0.0591,0.1894,1.0749,0.1788,-0.1444,1.0960,0.2556,-0.3481,0.0616,11.9438,-1.6592,-49.2514,305.9089,-13.4839,2.8136,46.89676200,-114.03523120,1.46092546,957.31750488,
133.864537,-0.0077,0.1312,0.8507,-0.7315,-0.7871,-1.1773,0.0597,-0.2000,0.1349,10.4188,-1.2932,-50.3982,306.0731,-13.8444,4.4230,46.89676200,-114.03523120,1.46092546,957.33599854,
133.964908,0.0220,0.2221,0.6816,-0.5829,-0.0369,-2.9404,-0.0410,-0.1586,0.1314,9.5404,-2.8426,-49.8004,305.2122,-14.3206,5.0058,46.89676980,-114.03524550,1.33293498,957.33599854,
134.065443,0.0692,0.0784,1.0268,-0.1729,-1.0984,0.4843,-0.0141,-0.0270,-0.1788,9.2720,-1.2200,-50.1786,305.6103,-12.6445,5.6226,46.89676980,-114.03524550,1.33293498,957.33599854,
134.165556,0.2636,0.2145,1.0744,1.7758,0.4667,0.6714,0.0318,-0.2146,-0.0108,9.7966,-0.8784,-49.5320,304.5850,-11.6874,4.7713,46.89676980,-114.03524550,1.33293498,957.33599854,
134.265819,0.0761,0.0311,1.3928,0.1575,-1.2212,3.8554,-0.4147,0.1292,-0.5273,8.6864,-0.2806,-49.9346,307.0824,-10.7603,5.5966,46.89676980,-114.03524550,1.33293498,957.33599854,
134.366133,0.1108,0.1458,1.0270,0.4614,0.0397,0.4033,-0.3376,0.1579,-0.2457,9.0890,1.1346,-49.8980,308.5142,-9.9573,4.3839,46.89676980,-114.03524550,1.33293498,957.33599854,
134.466453,0.0333,0.2518,0.5843,-0.0748,1.0345,-3.9379,0.0794,0.1101,-0.0061,10.6384,1.3054,-49.8980,308.9363,-9.9657,2.8386,46.89676980,-114.03524550,1.33293498,957.33599854,
134.567211,0.0610,0.1961,0.9378,0.2358,0.6177,-0.5331,0.0178,0.0436,0.0221,10.6628,2.5986,-49.1172,309.2685,-9.3435,2.6935,46.89676980,-114.03524550,1.33293498,957.33599854,
134.667612,0.0856,0.2603,1.1313,0.4736,1.0412,1.4158,0.3244,0.0439,0.1024,10.6384,1.3908,-50.0078,308.8882,-10.4400,2.7563,46.89676980,-114.03524550,1.33293498,957.33599854,
134.768268,-0.0226,0.0091,1.5657,-0.4092,-1.3079,5.5951,-0.3037,0.0944,-0.5399,10.9678,1.7080,-49.3612,309.6492,-10.0125,2.6320,46.89676980,-114.03524550,1.33293498,957.33599854,
134.868785,0.0591,0.2134,0.8492,0.8803,0.5204,-1.3786,-0.2190,0.0990,0.1244,12.2732,1.2932,-49.5930,308.7326,-11.0164,-0.8396,46.89676980,-114.03524550,1.33293498,957.33599854,
134.968730,-0.0175,0.0483,0.8704,0.0311,-0.8476,-1.1248,-0.0608,-0.1103,0.1140,11.4558,1.9398,-49.8858,308.2543,-9.3918,-0.4145,46.89676980,-114.03524550,1.33293498,957.31750488,
135.069111,0.0504,0.1096,0.8132,0.5270,-0.2063,-1.7173,0.0463,-0.1589,-0.1102,10.5042,1.7690,-48.8244,307.9650,-9.1424,0.5496,46.89678010,-114.03525970,1.31178033,957.31750488,
135.169502,0.0125,0.0741,1.0232,0.0651,-0.4524,0.2580,-0.1194,-0.1027,-0.2404,10.1382,3.1842,-49.2026,309.2110,-8.6713,0.8932,46.89678010,-114.03525970,1.31178033,957.31750488,
135.270066,0.2298,0.0684,1.3583,1.9266,-0.5388,3.1304,-0.9597,-0.8724,-0.0722,9.2598,4.2822,-49.3734,308.6999,-9.5850,2.4262,46.89678010,-114.03525970,1.31178033,957.31750488,
